Using default parameters: 
	- linear edge agents 30
	- agents 900
	- features 3
	- number of possible values for any feature 8000
	- number of iterations 100
	- degree 8
	- delta 0.000000
	- maxSide 0
Initializing Model ... 
Numero di links 7200
pos_features = 500
Simulation 1
29000	5792
30000	7183
31000	5561
32000	7197
33000	5320
Numero di step eseguiti = 33546
Simulation 60
0	7160
1000	7191
2000	7181
3000	7183
4000	7177
5000	7180
6000	7177
7000	7154
8000	7166
9000	7158
10000	7162
11000	7128
12000	7151
13000	7139
14000	7138
15000	7147
16000	7131
17000	7116
18000	7090
19000	7053
20000	6854
21000	6779
22000	6960
23000	6639
24000	7071
25000	5997
26000	6384
27000	5848
28000	4794
Numero di step eseguiti = 28882
Simulation 61
0	7164
1000	7192
2000	7187
3000	7186
4000	7176
5000	7176
6000	7176
7000	7168
8000	7179
9000	7168
10000	7154
11000	7147
12000	7163
13000	7167
14000	7137
15000	7173
16000	7083
17000	6959
18000	7000
19000	6737
20000	6143
21000	6274
22000	7196
23000	7118
24000	4840
25000	4565
26000	4591
27000	5501
Numero di step eseguiti = 27188
Simulation 62
0	7155
1000	7197
2000	7189
3000	7187
4000	7184
5000	7180
6000	7175
7000	7172
8000	7154
9000	7150
10000	7166
11000	7148
12000	7136
13000	7076
14000	7101
15000	7093
16000	7157
17000	6932
18000	6871
19000	6692
20000	6818
21000	6978
22000	5620
23000	5694
24000	5157
25000	4588
26000	4585
27000	5192
28000	6670
29000	5683
30000	6691
Numero di step eseguiti = 30010
Simulation 63
0	7166
1000	7194
2000	7183
3000	7177
4000	7173
5000	7164
6000	7168
7000	7169
8000	7166
9000	7167
10000	7168
11000	7170
12000	7167
13000	7174
14000	7163
15000	7158
16000	7163
17000	7143
18000	7138
19000	7163
20000	7133
21000	7122
22000	7183
23000	6932
24000	6620
25000	6275
26000	5885
27000	5569
28000	5328
29000	4702
30000	4707
31000	4100
32000	3694
33000	3372
34000	3337
35000	3383
36000	3074
37000	2752
38000	2802
39000	2818
40000	3111
41000	2584
42000	2542
43000	2533
44000	2906
45000	2465
46000	2452
47000	4122
Numero di step eseguiti = 47400
Simulation 64
0	7161
1000	7188
2000	7178
3000	7176
4000	7179
5000	7181
6000	7167
7000	7185
8000	7177
9000	7159
10000	7185
11000	7174
12000	7160
13000	7141
14000	7124
15000	7147
16000	7144
17000	7089
18000	7094
19000	7128
20000	7094
21000	6901
22000	6013
23000	5428
24000	5116
25000	4584
26000	4605
27000	3836
Numero di step eseguiti = 27880
Simulation 65
0	7159
1000	7187
2000	7186
3000	7177
4000	7179
5000	7180
6000	7165
7000	7165
8000	7169
9000	7168
10000	7160
11000	7168
12000	7154
13000	7163
14000	7176
15000	7161
16000	7131
17000	7134
18000	7088
19000	7149
20000	7130
21000	7132
22000	7150
23000	6950
24000	6774
25000	6995
26000	6374
27000	7197
28000	6338
29000	7196
30000	7186
31000	5776
32000	7192
33000	7198
34000	4826
Numero di step eseguiti = 34412
Simulation 66
0	7159
1000	7191
2000	7187
3000	7188
4000	7181
5000	7187
6000	7181
7000	7170
8000	7162
9000	7159
10000	7173
11000	7166
12000	7164
13000	7108
14000	7156
15000	7144
16000	7142
17000	7139
18000	7082
19000	7181
20000	7113
21000	7170
22000	6725
23000	6527
24000	5863
25000	5422
26000	5364
27000	4784
28000	4602
29000	7174
30000	7198
31000	7068
32000	7196
33000	4655
34000	7117
35000	7003
36000	7198
37000	7075
38000	7198
39000	7199
40000	7199
41000	7198
42000	7199
Numero di step eseguiti = 42313
Simulation 67
0	7159
1000	7189
2000	7191
3000	7190
4000	7178
5000	7175
6000	7178
7000	7184
8000	7172
9000	7179
10000	7180
11000	7182
12000	7188
13000	7178
14000	7084
15000	7120
16000	7181
17000	7177
18000	7122
19000	7047
20000	7051
21000	6978
22000	6887
23000	6665
24000	6571
25000	6409
26000	6074
27000	5402
28000	6437
29000	5740
30000	4436
31000	4330
32000	3613
33000	3312
34000	3151
35000	3070
36000	2946
37000	2877
38000	2957
39000	2691
40000	2373
41000	2587
42000	2170
43000	2752
Numero di step eseguiti = 43848
Simulation 68
0	7164
1000	7197
2000	7184
3000	7189
4000	7183
5000	7175
6000	7176
7000	7173
8000	7167
9000	7163
10000	7161
11000	7163
12000	7154
13000	7170
14000	7160
15000	7148
16000	7122
17000	7140
18000	7082
19000	7096
20000	7158
21000	6752
22000	6938
23000	6318
24000	6555
25000	7159
26000	5746
27000	7067
28000	7194
29000	5205
30000	4257
31000	3896
32000	3803
33000	3528
34000	5124
35000	7195
36000	7197
37000	5901
38000	6996
39000	7198
40000	7199
41000	7199
42000	7198
43000	7198
44000	7028
45000	7198
46000	5600
47000	7198
48000	7198
49000	7199
Numero di step eseguiti = 49730
Simulation 69
0	7149
1000	7190
2000	7186
3000	7184
4000	7181
5000	7176
6000	7180
7000	7167
8000	7172
9000	7176
10000	7170
11000	7183
12000	7177
13000	7178
14000	7167
15000	7164
16000	7175
17000	7141
18000	7153
19000	7138
20000	7116
21000	7102
22000	7028
23000	7022
24000	6993
25000	6951
26000	6969
27000	6837
28000	5477
29000	4815
30000	6231
31000	4832
32000	4315
33000	6377
Numero di step eseguiti = 33066
Simulation 70
0	7157
Numero di step eseguiti = 118
Simulation 71
0	7157
1000	7193
2000	7186
3000	7186
4000	7173
5000	7181
6000	7179
7000	7169
8000	7172
9000	7163
10000	7169
11000	7168
12000	7172
13000	7164
14000	7147
15000	7136
16000	7156
17000	7150
18000	7167
19000	7140
20000	7089
21000	7170
22000	7065
23000	6959
24000	6947
25000	6669
26000	6350
27000	6625
28000	6106
29000	5680
30000	5414
31000	4780
32000	4486
33000	4339
34000	4167
35000	3596
36000	3072
37000	3451
Numero di step eseguiti = 37277
Simulation 72
0	7155
1000	7194
2000	7196
3000	7186
4000	7191
5000	7187
6000	7180
7000	7171
8000	7175
9000	7162
10000	7143
11000	7161
12000	7168
13000	7145
14000	7107
15000	7173
16000	7167
17000	7171
18000	7108
19000	7106
20000	7094
21000	7123
22000	6913
23000	6735
24000	5886
25000	5530
26000	5403
27000	4772
28000	4153
29000	3431
30000	3461
31000	3690
Numero di step eseguiti = 31765
Simulation 73
0	7154
1000	7187
2000	7180
3000	7178
4000	7173
5000	7170
6000	7158
7000	7167
8000	7163
9000	7168
10000	7166
11000	7151
12000	7142
13000	7144
14000	7139
15000	7138
16000	7157
17000	7100
18000	7053
19000	6941
20000	6635
21000	6172
22000	5465
23000	4736
24000	4426
25000	4294
26000	3666
27000	3737
28000	3789
29000	7199
30000	7198
Numero di step eseguiti = 30090
Simulation 74
0	7162
1000	7187
2000	7193
3000	7182
4000	7185
5000	7173
6000	7174
7000	7175
8000	7168
9000	7161
10000	7158
11000	7166
12000	7160
13000	7164
14000	7168
15000	7155
16000	7118
17000	7148
18000	7083
19000	7133
20000	6960
21000	6737
22000	6539
23000	5948
24000	5526
25000	5979
26000	5313
27000	5318
28000	5597
29000	4389
30000	3502
31000	3389
32000	3309
33000	3045
34000	4174
35000	7051
36000	7199
37000	7168
Numero di step eseguiti = 37048
Simulation 75
0	7152
1000	7193
2000	7187
3000	7183
4000	7175
5000	7183
6000	7175
7000	7175
8000	7177
9000	7160
10000	7158
11000	7152
12000	7167
13000	7166
14000	7158
15000	7135
16000	7153
17000	7151
18000	7156
19000	7147
20000	7141
21000	7170
22000	6924
23000	6688
24000	6271
25000	5942
26000	5763
27000	5011
28000	4588
29000	4590
30000	4288
31000	4149
32000	7199
33000	6071
Numero di step eseguiti = 33664
Simulation 76
0	7155
1000	7189
2000	7187
3000	7187
4000	7183
5000	7179
6000	7179
7000	7171
8000	7165
9000	7166
10000	7140
11000	7168
12000	7151
13000	7152
14000	7168
15000	7132
16000	7138
17000	7012
18000	7104
19000	7097
20000	7049
21000	7126
22000	6688
23000	6279
24000	5746
25000	4932
26000	4370
27000	4509
28000	4014
29000	3507
30000	3619
31000	3483
32000	3642
33000	4943
Numero di step eseguiti = 33681
Simulation 77
0	7143
1000	7191
2000	7186
3000	7185
4000	7186
5000	7177
6000	7182
7000	7175
8000	7175
9000	7154
10000	7175
11000	7175
12000	7185
13000	7164
14000	7153
15000	7179
16000	7162
17000	7171
18000	7132
19000	7165
20000	7163
21000	7147
22000	7143
23000	7059
24000	7104
25000	7001
26000	6305
27000	6176
28000	5920
29000	5849
30000	5192
31000	5125
32000	4488
33000	4174
34000	3934
35000	4480
Numero di step eseguiti = 35955
Simulation 78
0	7156
1000	7188
2000	7181
3000	7175
4000	7176
5000	7169
6000	7174
7000	7178
8000	7164
9000	7173
10000	7156
11000	7155
12000	7163
13000	7161
14000	7156
15000	7141
16000	7086
17000	7126
18000	6986
19000	6955
20000	6711
21000	6199
22000	6564
23000	5899
24000	5697
25000	5563
26000	4919
27000	4434
28000	4346
29000	4314
30000	3855
31000	4470
32000	5469
33000	5019
Numero di step eseguiti = 33151
Simulation 79
0	7148
1000	7189
2000	7190
3000	7182
4000	7180
5000	7171
6000	7150
7000	7165
8000	7169
9000	7180
10000	7159
11000	7161
12000	7159
13000	7166
14000	7166
15000	7175
16000	7173
17000	7132
18000	7114
19000	7089
20000	7103
21000	7075
22000	7035
23000	7020
24000	6972
25000	6635
26000	6331
27000	6011
28000	5522
29000	4169
30000	3663
31000	3015
32000	3018
33000	2782
34000	2581
35000	3188
Numero di step eseguiti = 35833
Simulation 80
0	7165
1000	7186
2000	7191
3000	7180
4000	7180
5000	7170
6000	7174
7000	7168
8000	7173
9000	7164
10000	7167
11000	7147
12000	7151
13000	7138
14000	7151
15000	7153
16000	7153
17000	7147
18000	7141
19000	7162
20000	7118
21000	7141
22000	6854
23000	7005
24000	5723
25000	5583
26000	6051
27000	5575
28000	7186
29000	7194
30000	7198
31000	4118
32000	4142
33000	3660
34000	2988
35000	3048
36000	3062
37000	3377
Numero di step eseguiti = 37612
Simulation 81
0	7148
1000	7195
2000	7178
3000	7175
4000	7174
5000	7165
6000	7160
7000	7153
8000	7153
9000	7155
10000	7157
11000	7149
12000	7144
13000	7145
14000	7149
15000	7109
16000	7147
17000	7108
18000	7082
19000	7159
20000	7116
21000	7126
22000	7077
23000	7055
24000	6831
25000	6681
26000	6286
27000	5861
28000	5337
29000	4736
30000	4179
31000	4248
32000	3443
33000	3548
34000	2906
35000	2804
36000	2956
37000	3454
38000	4220
39000	4121
Numero di step eseguiti = 39315
Simulation 82
0	7153
1000	7186
2000	7185
3000	7170
4000	7162
5000	7165
6000	7166
7000	7157
8000	7162
9000	7151
10000	7154
11000	7168
12000	7168
13000	7157
14000	7162
15000	7104
16000	7137
17000	7169
18000	7114
19000	6797
20000	6742
21000	6581
22000	6362
23000	6230
24000	5843
25000	5642
26000	4938
27000	4732
28000	4832
29000	4278
30000	4081
31000	3475
32000	3813
Numero di step eseguiti = 32695
Simulation 83
0	7157
1000	7193
2000	7184
3000	7184
4000	7177
5000	7172
6000	7168
7000	7166
8000	7173
9000	7165
10000	7137
11000	7174
12000	7160
13000	7175
14000	7163
15000	7162
16000	7173
17000	7166
18000	7166
19000	7105
20000	6901
21000	7077
22000	7187
23000	7195
24000	6559
25000	6450
26000	4744
27000	4675
28000	4395
29000	3726
30000	4101
31000	4059
32000	3334
33000	3101
34000	4383
Numero di step eseguiti = 34519
Simulation 84
0	7167
Numero di step eseguiti = 202
Simulation 85
0	7163
1000	7196
2000	7191
3000	7190
4000	7185
5000	7184
6000	7186
7000	7178
8000	7188
9000	7183
10000	7160
11000	7138
12000	7157
13000	7151
14000	7118
15000	7155
16000	7108
17000	7110
18000	7038
19000	7081
20000	7031
21000	6759
22000	6730
23000	5999
24000	5683
25000	5189
26000	5080
27000	5035
28000	4910
29000	4284
30000	3914
31000	3566
32000	3441
33000	3227
34000	2866
35000	2804
36000	2666
37000	3405
38000	2419
39000	3357
40000	2923
41000	6193
Numero di step eseguiti = 41094
Simulation 86
0	7158
1000	7189
2000	7179
3000	7181
4000	7165
5000	7176
6000	7162
7000	7165
8000	7159
9000	7177
10000	7161
11000	7149
12000	7150
13000	7141
14000	7151
15000	7140
16000	7137
17000	7116
18000	7166
19000	7167
20000	7166
21000	7048
22000	6948
23000	7072
24000	7183
25000	7106
26000	6625
27000	6134
28000	5043
29000	4978
30000	5954
31000	7196
32000	6411
33000	3706
34000	3474
35000	5711
36000	4686
37000	7199
Numero di step eseguiti = 37800
Simulation 87
0	7163
1000	7191
2000	7184
3000	7176
4000	7180
5000	7169
6000	7161
7000	7169
8000	7176
9000	7165
10000	7144
11000	7149
12000	7153
13000	7108
14000	7127
15000	7161
16000	7150
17000	7127
18000	7148
19000	7015
20000	7028
21000	7013
22000	6354
23000	6042
24000	5893
25000	5301
26000	5508
27000	4703
28000	4530
29000	4333
30000	4093
31000	4097
32000	4133
33000	5614
34000	7197
35000	3857
36000	6525
37000	6407
Numero di step eseguiti = 37948
Simulation 88
0	7152
1000	7192
2000	7192
3000	7187
4000	7190
5000	7176
6000	7173
7000	7171
8000	7169
9000	7176
10000	7170
11000	7164
12000	7170
13000	7170
14000	7170
15000	7140
16000	7128
17000	7168
18000	7176
19000	7159
20000	7127
21000	7030
22000	7107
23000	7012
24000	6764
25000	6333
26000	5992
27000	5601
28000	7195
29000	7188
30000	5513
31000	4570
32000	4250
33000	3842
34000	3803
35000	3428
36000	3342
37000	4341
38000	6432
Numero di step eseguiti = 38025
Simulation 89
0	7145
1000	7184
2000	7183
3000	7188
4000	7185
5000	7179
6000	7173
7000	7175
8000	7161
9000	7175
10000	7169
11000	7182
12000	7174
13000	7175
14000	7134
15000	7158
16000	7153
17000	7171
18000	7176
19000	7121
Numero di step eseguiti = 19952
Simulation 90
0	7165
1000	7193
2000	7182
3000	7192
4000	7188
5000	7188
6000	7175
7000	7173
8000	7174
9000	7175
10000	7172
11000	7170
12000	7172
13000	7157
14000	7146
15000	7173
16000	7161
17000	7139
18000	7141
19000	7165
20000	7135
21000	7138
22000	7138
23000	7100
24000	6937
25000	6854
26000	6636
27000	6557
28000	6171
29000	5972
30000	5515
31000	5105
32000	4642
33000	4105
34000	3449
35000	3331
36000	3410
37000	3727
38000	2793
39000	5189
Numero di step eseguiti = 39365
Simulation 91
0	7155
1000	7185
2000	7185
3000	7182
4000	7183
5000	7181
6000	7173
7000	7169
8000	7159
9000	7158
10000	7151
11000	7151
12000	7156
13000	7165
14000	7153
15000	7163
16000	7166
17000	7076
18000	7053
19000	7176
20000	6734
21000	6528
22000	6078
23000	5517
24000	5375
25000	5055
26000	4736
27000	4286
28000	4355
29000	6526
Numero di step eseguiti = 29042
Simulation 92
0	7151
1000	7187
2000	7191
3000	7189
4000	7191
5000	7172
6000	7167
7000	7165
8000	7166
9000	7160
10000	7144
11000	7150
12000	7130
13000	7148
14000	7161
15000	7151
16000	7156
17000	7156
18000	7156
19000	7171
20000	7123
21000	7091
22000	6903
23000	6718
24000	6180
25000	5730
26000	5218
27000	4688
28000	4665
29000	4376
30000	4137
31000	3574
32000	7199
33000	7198
Numero di step eseguiti = 33927
Simulation 93
0	7167
1000	7195
2000	7182
3000	7178
4000	7175
5000	7172
6000	7174
7000	7168
8000	7169
9000	7160
10000	7164
11000	7151
12000	7154
13000	7146
14000	7119
15000	7106
16000	7103
17000	7066
18000	7093
19000	6990
20000	6796
21000	6310
22000	5799
23000	5178
24000	4952
25000	4822
26000	4579
27000	4325
28000	4130
29000	4124
30000	3677
31000	3394
32000	3278
33000	4584
Numero di step eseguiti = 33721
Simulation 94
0	7162
Numero di step eseguiti = 221
Simulation 95
0	7159
1000	7186
2000	7186
3000	7186
4000	7190
5000	7184
6000	7175
7000	7173
8000	7179
9000	7181
10000	7178
11000	7170
12000	7151
13000	7168
14000	7162
15000	7156
16000	7146
17000	7141
18000	7126
19000	7165
20000	7136
21000	7029
22000	6836
23000	6708
24000	5986
25000	5411
26000	5138
27000	5751
28000	4844
29000	4395
30000	4490
31000	3960
32000	3492
33000	3366
34000	3211
35000	3120
36000	3242
Numero di step eseguiti = 36854
Simulation 96
0	7159
1000	7187
2000	7187
3000	7187
4000	7179
5000	7178
6000	7163
7000	7169
8000	7162
9000	7150
10000	7170
11000	7165
12000	7166
13000	7166
14000	7158
15000	7135
16000	7158
17000	7143
18000	7158
19000	7093
20000	7011
21000	6406
22000	6355
23000	5874
24000	5647
25000	4995
26000	4678
27000	4478
28000	4292
29000	4135
30000	3623
31000	3506
32000	3292
33000	3040
34000	2948
35000	3074
36000	2973
37000	2626
38000	2512
39000	2479
40000	4255
Numero di step eseguiti = 40978
Simulation 97
0	7160
1000	7196
2000	7189
3000	7185
4000	7188
5000	7180
6000	7182
7000	7176
8000	7176
9000	7188
10000	7170
11000	7173
12000	7168
13000	7153
14000	7142
15000	7139
16000	7135
17000	7130
18000	7128
19000	6992
20000	7061
21000	7140
22000	7167
23000	6570
24000	6429
25000	5757
26000	5539
27000	5276
28000	5154
29000	4800
30000	4003
31000	6532
Numero di step eseguiti = 31041
Simulation 98
0	7167
1000	7193
2000	7189
3000	7183
4000	7185
5000	7181
6000	7186
7000	7164
8000	7161
9000	7170
10000	7153
11000	7156
12000	7141
13000	7154
14000	7145
15000	7165
16000	7159
17000	7155
18000	7143
19000	7144
20000	7145
21000	7130
22000	6989
23000	6790
24000	6263
25000	6120
26000	5638
27000	5234
28000	4614
29000	4575
30000	4138
31000	3546
32000	3501
33000	4106
34000	6390
35000	4423
Numero di step eseguiti = 35472
Simulation 99
0	7161
1000	7191
2000	7185
3000	7184
4000	7186
5000	7174
6000	7178
7000	7169
8000	7168
9000	7172
10000	7161
11000	7138
12000	7149
13000	7144
14000	7138
15000	7121
16000	7097
17000	7123
18000	7141
19000	7143
20000	7129
21000	7052
22000	7149
23000	7070
24000	7161
25000	6689
26000	5989
27000	5685
28000	5215
29000	4855
30000	3936
31000	3934
32000	3606
33000	3717
34000	3241
Numero di step eseguiti = 34737
Simulation 100
0	7153
1000	7195
2000	7184
3000	7180
4000	7183
5000	7168
6000	7171
7000	7169
8000	7179
9000	7175
10000	7175
11000	7160
12000	7154
13000	7171
14000	7177
15000	7166
16000	7172
17000	7145
18000	7162
19000	7151
20000	7179
21000	7103
22000	7175
23000	6696
24000	6319
25000	5767
26000	5850
27000	6256
28000	4619
29000	4444
30000	4117
31000	3875
32000	3626
33000	3171
34000	3578
35000	3057
36000	2979
Numero di step eseguiti = 36938
pos_features = 1000
Simulation 1
0	7172
Numero di step eseguiti = 111
Simulation 2
0	7176
1000	7194
2000	7186
3000	7191
4000	7189
5000	7190
6000	7190
7000	7189
8000	7184
9000	7186
10000	7185
11000	7187
12000	7186
13000	7184
14000	7148
15000	7184
16000	7187
17000	7190
18000	7181
19000	7191
20000	7178
21000	7158
22000	7088
23000	6587
24000	6386
25000	5965
26000	5509
27000	5252
28000	4915
29000	4899
30000	4609
31000	4413
32000	3903
33000	4793
34000	3351
35000	3427
36000	3440
37000	3167
38000	2889
39000	2957
40000	3497
41000	5451
Numero di step eseguiti = 41288
Simulation 3
0	7187
1000	7189
2000	7188
3000	7190
4000	7185
5000	7179
6000	7186
7000	7187
8000	7173
9000	7183
10000	7181
11000	7179
12000	7188
13000	7191
14000	7185
15000	7186
16000	7170
17000	7173
18000	7135
19000	7088
20000	7089
21000	6797
22000	6832
23000	6158
24000	5880
25000	5430
26000	5415
27000	5066
28000	4995
29000	4772
30000	4599
31000	3927
32000	3774
33000	3474
34000	3462
35000	5480
Numero di step eseguiti = 35770
Simulation 4
0	7184
Numero di step eseguiti = 173
Simulation 5
0	7181
1000	7196
2000	7193
3000	7193
4000	7187
5000	7188
6000	7188
7000	7183
8000	7183
9000	7185
10000	7182
11000	7176
12000	7168
13000	7173
14000	7161
15000	7168
16000	7169
17000	7118
18000	7162
19000	7125
20000	7158
21000	7140
22000	6969
23000	6998
24000	7104
25000	7079
26000	6280
27000	6257
28000	6078
29000	5572
30000	5196
31000	5236
32000	4220
33000	5093
Numero di step eseguiti = 33609
Simulation 6
0	7177
1000	7198
2000	7192
3000	7195
4000	7185
5000	7194
6000	7184
7000	7194
8000	7195
9000	7187
10000	7192
11000	7187
12000	7181
13000	7188
14000	7190
15000	7192
16000	7183
17000	7177
18000	7177
19000	7191
20000	7174
21000	7195
22000	7139
23000	7048
24000	6767
25000	6217
26000	5851
27000	5793
28000	5416
29000	4815
30000	4220
Numero di step eseguiti = 30958
Simulation 7
0	7188
Numero di step eseguiti = 113
Simulation 8
0	7181
1000	7195
2000	7192
3000	7191
4000	7180
5000	7185
6000	7183
7000	7178
8000	7180
9000	7184
10000	7176
11000	7178
12000	7177
13000	7170
14000	7153
15000	7144
16000	7113
17000	7133
18000	7151
19000	7067
20000	6966
21000	7003
22000	7116
23000	6944
24000	7028
25000	6972
26000	6359
27000	5838
28000	5496
29000	4967
30000	4428
31000	4242
32000	4161
33000	3954
34000	3617
35000	3337
36000	3285
37000	3194
38000	3223
39000	4259
Numero di step eseguiti = 39467
Simulation 9
0	7181
Numero di step eseguiti = 151
Simulation 10
0	7173
1000	7195
2000	7193
3000	7195
Numero di step eseguiti = 3319
Simulation 11
0	7185
Numero di step eseguiti = 86
Simulation 12
0	7174
1000	7197
2000	7195
3000	7190
4000	7189
5000	7190
6000	7191
7000	7187
8000	7189
9000	7188
10000	7173
11000	7178
12000	7168
13000	7178
14000	7171
15000	7178
16000	7174
17000	7181
18000	7178
19000	7166
20000	7148
21000	7081
22000	6711
23000	6671
24000	6187
25000	5898
26000	5693
27000	5285
28000	4775
29000	5421
30000	6574
Numero di step eseguiti = 30236
Simulation 13
0	7177
Numero di step eseguiti = 146
Simulation 14
0	7176
Numero di step eseguiti = 82
Simulation 15
0	7176
1000	7195
2000	7191
3000	7192
4000	7188
5000	7183
6000	7181
7000	7182
8000	7188
9000	7185
10000	7184
11000	7183
12000	7183
13000	7185
14000	7189
15000	7187
16000	7197
17000	7182
18000	7192
19000	7074
20000	7041
21000	6830
22000	6935
23000	7182
24000	6304
25000	6863
26000	6384
27000	5945
Numero di step eseguiti = 27751
Simulation 16
0	7178
Numero di step eseguiti = 127
Simulation 17
0	7174
1000	7195
2000	7194
3000	7194
4000	7195
5000	7190
6000	7184
7000	7189
8000	7195
9000	7185
10000	7181
11000	7187
12000	7191
13000	7178
14000	7186
15000	7183
16000	7163
17000	7106
18000	7148
19000	7158
20000	7145
21000	7182
22000	7098
23000	7006
24000	6443
25000	6253
26000	6405
27000	5285
28000	4941
29000	4675
30000	4572
31000	4303
32000	3947
33000	3865
34000	3444
35000	3276
36000	4633
37000	3644
Numero di step eseguiti = 37439
Simulation 18
0	7178
Numero di step eseguiti = 98
Simulation 19
0	7175
1000	7193
2000	7190
3000	7196
4000	7194
5000	7193
6000	7193
7000	7187
8000	7191
9000	7189
10000	7175
11000	7167
12000	7183
13000	7186
14000	7174
15000	7140
16000	7184
17000	7158
18000	7075
19000	6903
20000	6898
21000	7096
22000	7103
23000	6900
24000	7183
25000	7055
26000	7123
Numero di step eseguiti = 26043
Simulation 20
